Date,Day,Country,Type,Counts
10/12/2014,204,UnitedStates,Cases,2.0
10/11/2014,203,UnitedStates,Cases,
10/8/2014,200,UnitedStates,Cases,1.0
10/7/2014,199,UnitedStates,Cases,
10/5/2014,197,UnitedStates,Cases,1.0
10/4/2014,196,UnitedStates,Cases,
10/1/2014,193,UnitedStates,Cases,1.0
9/28/2014,190,UnitedStates,Cases,
9/23/2014,185,UnitedStates,Cases,
9/21/2014,183,UnitedStates,Cases,
9/20/2014,182,UnitedStates,Cases,
9/19/2014,181,UnitedStates,Cases,
9/17/2014,179,UnitedStates,Cases,
9/14/2014,176,UnitedStates,Cases,
9/13/2014,175,UnitedStates,Cases,
9/10/2014,172,UnitedStates,Cases,
9/9/2014,171,UnitedStates,Cases,
9/7/2014,169,UnitedStates,Cases,
9/5/2014,167,UnitedStates,Cases,
8/31/2014,162,UnitedStates,Cases,
8/26/2014,157,UnitedStates,Cases,
8/20/2014,151,UnitedStates,Cases,
8/18/2014,149,UnitedStates,Cases,
8/16/2014,147,UnitedStates,Cases,
8/13/2014,144,UnitedStates,Cases,
8/11/2014,142,UnitedStates,Cases,
8/9/2014,140,UnitedStates,Cases,
8/6/2014,137,UnitedStates,Cases,
8/4/2014,135,UnitedStates,Cases,
8/1/2014,132,UnitedStates,Cases,
7/30/2014,129,UnitedStates,Cases,
7/27/2014,126,UnitedStates,Cases,
7/23/2014,123,UnitedStates,Cases,
7/20/2014,120,UnitedStates,Cases,
7/17/2014,117,UnitedStates,Cases,
7/14/2014,114,UnitedStates,Cases,
7/12/2014,112,UnitedStates,Cases,
7/8/2014,108,UnitedStates,Cases,
7/6/2014,106,UnitedStates,Cases,
7/2/2014,102,UnitedStates,Cases,
6/30/2014,100,UnitedStates,Cases,
6/22/2014,92,UnitedStates,Cases,
6/20/2014,90,UnitedStates,Cases,
6/19/2014,89,UnitedStates,Cases,
6/18/2014,88,UnitedStates,Cases,
6/17/2014,87,UnitedStates,Cases,
6/16/2014,86,UnitedStates,Cases,
6/10/2014,80,UnitedStates,Cases,
6/5/2014,75,UnitedStates,Cases,
6/3/2014,73,UnitedStates,Cases,
6/1/2014,71,UnitedStates,Cases,
5/28/2014,67,UnitedStates,Cases,
5/27/2014,66,UnitedStates,Cases,
5/23/2014,62,UnitedStates,Cases,
5/12/2014,51,UnitedStates,Cases,
5/10/2014,49,UnitedStates,Cases,
5/7/2014,46,UnitedStates,Cases,
5/5/2014,44,UnitedStates,Cases,
5/3/2014,42,UnitedStates,Cases,
5/1/2014,40,UnitedStates,Cases,
4/26/2014,35,UnitedStates,Cases,
4/24/2014,33,UnitedStates,Cases,
4/23/2014,32,UnitedStates,Cases,
4/22/2014,31,UnitedStates,Cases,
4/21/2014,30,UnitedStates,Cases,
4/20/2014,29,UnitedStates,Cases,
4/17/2014,26,UnitedStates,Cases,
4/16/2014,25,UnitedStates,Cases,
4/15/2014,24,UnitedStates,Cases,
4/14/2014,23,UnitedStates,Cases,
4/11/2014,20,UnitedStates,Cases,
4/9/2014,18,UnitedStates,Cases,
4/7/2014,16,UnitedStates,Cases,
4/4/2014,13,UnitedStates,Cases,
4/1/2014,10,UnitedStates,Cases,
3/31/2014,9,UnitedStates,Cases,
3/29/2014,7,UnitedStates,Cases,
3/28/2014,6,UnitedStates,Cases,
3/27/2014,5,UnitedStates,Cases,
3/26/2014,4,UnitedStates,Cases,
3/25/2014,3,UnitedStates,Cases,
3/24/2014,2,UnitedStates,Cases,
3/22/2014,0,UnitedStates,Cases,
1/5/2015,289,Spain,Cases,
1/4/2015,288,Spain,Cases,
1/3/2015,287,Spain,Cases,
1/2/2015,286,Spain,Cases,
12/31/2014,284,Spain,Cases,
12/28/2014,281,Spain,Cases,
12/27/2014,280,Spain,Cases,
12/24/2014,277,Spain,Cases,
12/21/2014,273,Spain,Cases,
12/20/2014,272,Spain,Cases,
12/18/2014,271,Spain,Cases,
12/14/2014,267,Spain,Cases,
12/9/2014,262,Spain,Cases,
12/7/2014,260,Spain,Cases,1.0
12/3/2014,256,Spain,Cases,
11/30/2014,253,Spain,Cases,1.0
11/28/2014,251,Spain,Cases,
11/23/2014,246,Spain,Cases,1.0
11/22/2014,245,Spain,Cases,
11/18/2014,241,Spain,Cases,1.0
11/16/2014,239,Spain,Cases,1.0
11/15/2014,238,Spain,Cases,
11/11/2014,234,Spain,Cases,1.0
11/10/2014,233,Spain,Cases,
11/9/2014,232,Spain,Cases,1.0
11/8/2014,231,Spain,Cases,
11/4/2014,227,Spain,Cases,1.0
11/3/2014,226,Spain,Cases,
11/2/2014,225,Spain,Cases,1.0
10/31/2014,222,Spain,Cases,
10/29/2014,220,Spain,Cases,1.0
10/27/2014,218,Spain,Cases,1.0
10/25/2014,216,Spain,Cases,
10/22/2014,214,Spain,Cases,1.0
10/21/2014,213,Spain,Cases,
10/19/2014,211,Spain,Cases,1.0
10/18/2014,210,Spain,Cases,
10/14/2014,206,Spain,Cases,1.0
10/13/2014,205,Spain,Cases,
10/12/2014,204,Spain,Cases,1.0
10/11/2014,203,Spain,Cases,
10/8/2014,200,Spain,Cases,1.0
10/7/2014,199,Spain,Cases,
10/5/2014,197,Spain,Cases,
10/4/2014,196,Spain,Cases,
10/1/2014,193,Spain,Cases,
9/28/2014,190,Spain,Cases,
9/23/2014,185,Spain,Cases,
9/21/2014,183,Spain,Cases,
9/20/2014,182,Spain,Cases,
9/19/2014,181,Spain,Cases,
9/17/2014,179,Spain,Cases,
9/14/2014,176,Spain,Cases,
9/13/2014,175,Spain,Cases,
9/10/2014,172,Spain,Cases,
9/9/2014,171,Spain,Cases,
9/7/2014,169,Spain,Cases,
9/5/2014,167,Spain,Cases,
8/31/2014,162,Spain,Cases,
8/26/2014,157,Spain,Cases,
8/20/2014,151,Spain,Cases,
8/18/2014,149,Spain,Cases,
8/16/2014,147,Spain,Cases,
8/13/2014,144,Spain,Cases,
8/11/2014,142,Spain,Cases,
8/9/2014,140,Spain,Cases,
8/6/2014,137,Spain,Cases,
8/4/2014,135,Spain,Cases,
8/1/2014,132,Spain,Cases,
7/30/2014,129,Spain,Cases,
7/27/2014,126,Spain,Cases,
7/23/2014,123,Spain,Cases,
7/20/2014,120,Spain,Cases,
7/17/2014,117,Spain,Cases,
7/14/2014,114,Spain,Cases,
7/12/2014,112,Spain,Cases,
7/8/2014,108,Spain,Cases,
7/6/2014,106,Spain,Cases,
7/2/2014,102,Spain,Cases,
6/30/2014,100,Spain,Cases,
6/22/2014,92,Spain,Cases,
6/20/2014,90,Spain,Cases,
6/19/2014,89,Spain,Cases,
6/18/2014,88,Spain,Cases,
6/17/2014,87,Spain,Cases,
6/16/2014,86,Spain,Cases,
6/10/2014,80,Spain,Cases,
6/5/2014,75,Spain,Cases,
6/3/2014,73,Spain,Cases,
6/1/2014,71,Spain,Cases,
5/28/2014,67,Spain,Cases,
5/27/2014,66,Spain,Cases,
5/23/2014,62,Spain,Cases,
5/12/2014,51,Spain,Cases,
5/10/2014,49,Spain,Cases,
5/7/2014,46,Spain,Cases,
5/5/2014,44,Spain,Cases,
5/3/2014,42,Spain,Cases,
5/1/2014,40,Spain,Cases,
4/26/2014,35,Spain,Cases,
4/24/2014,33,Spain,Cases,
4/23/2014,32,Spain,Cases,
4/22/2014,31,Spain,Cases,
4/21/2014,30,Spain,Cases,
4/20/2014,29,Spain,Cases,
4/17/2014,26,Spain,Cases,
4/16/2014,25,Spain,Cases,
4/15/2014,24,Spain,Cases,
4/14/2014,23,Spain,Cases,
4/11/2014,20,Spain,Cases,
4/9/2014,18,Spain,Cases,
4/7/2014,16,Spain,Cases,
4/4/2014,13,Spain,Cases,
4/1/2014,10,Spain,Cases,
3/31/2014,9,Spain,Cases,
3/29/2014,7,Spain,Cases,
3/28/2014,6,Spain,Cases,
3/27/2014,5,Spain,Cases,
3/26/2014,4,Spain,Cases,
3/25/2014,3,Spain,Cases,
3/24/2014,2,Spain,Cases,
3/22/2014,0,Spain,Cases,
1/5/2015,289,Mali,Cases,
1/4/2015,288,Mali,Cases,
1/3/2015,287,Mali,Cases,
1/2/2015,286,Mali,Cases,
12/31/2014,284,Mali,Cases,
12/28/2014,281,Mali,Cases,
12/27/2014,280,Mali,Cases,
12/24/2014,277,Mali,Cases,
12/21/2014,273,Mali,Cases,
12/20/2014,272,Mali,Cases,
12/18/2014,271,Mali,Cases,
12/14/2014,267,Mali,Cases,
12/9/2014,262,Mali,Cases,
12/7/2014,260,Mali,Cases,7.0
12/3/2014,256,Mali,Cases,
11/30/2014,253,Mali,Cases,7.0
11/28/2014,251,Mali,Cases,
11/23/2014,246,Mali,Cases,7.0
11/22/2014,245,Mali,Cases,
11/18/2014,241,Mali,Cases,6.0
11/16/2014,239,Mali,Cases,5.0
11/15/2014,238,Mali,Cases,
11/11/2014,234,Mali,Cases,4.0
11/10/2014,233,Mali,Cases,
11/9/2014,232,Mali,Cases,1.0
11/8/2014,231,Mali,Cases,
11/4/2014,227,Mali,Cases,1.0
11/3/2014,226,Mali,Cases,
11/2/2014,225,Mali,Cases,1.0
10/31/2014,222,Mali,Cases,
10/29/2014,220,Mali,Cases,1.0
10/27/2014,218,Mali,Cases,1.0
10/25/2014,216,Mali,Cases,
10/22/2014,214,Mali,Cases,1.0
10/21/2014,213,Mali,Cases,
10/19/2014,211,Mali,Cases,
10/18/2014,210,Mali,Cases,
10/14/2014,206,Mali,Cases,
10/13/2014,205,Mali,Cases,
10/12/2014,204,Mali,Cases,
10/11/2014,203,Mali,Cases,
10/8/2014,200,Mali,Cases,
10/7/2014,199,Mali,Cases,
10/5/2014,197,Mali,Cases,
10/4/2014,196,Mali,Cases,
10/1/2014,193,Mali,Cases,
9/28/2014,190,Mali,Cases,
9/23/2014,185,Mali,Cases,
9/21/2014,183,Mali,Cases,
9/20/2014,182,Mali,Cases,
9/19/2014,181,Mali,Cases,
9/17/2014,179,Mali,Cases,
9/14/2014,176,Mali,Cases,
9/13/2014,175,Mali,Cases,
9/10/2014,172,Mali,Cases,
9/9/2014,171,Mali,Cases,
9/7/2014,169,Mali,Cases,
9/5/2014,167,Mali,Cases,
8/31/2014,162,Mali,Cases,
8/26/2014,157,Mali,Cases,
8/20/2014,151,Mali,Cases,
8/18/2014,149,Mali,Cases,
8/16/2014,147,Mali,Cases,
8/13/2014,144,Mali,Cases,
8/11/2014,142,Mali,Cases,
8/9/2014,140,Mali,Cases,
8/6/2014,137,Mali,Cases,
8/4/2014,135,Mali,Cases,
8/1/2014,132,Mali,Cases,
7/30/2014,129,Mali,Cases,
7/27/2014,126,Mali,Cases,
7/23/2014,123,Mali,Cases,
7/20/2014,120,Mali,Cases,
7/17/2014,117,Mali,Cases,
7/14/2014,114,Mali,Cases,
7/12/2014,112,Mali,Cases,
7/8/2014,108,Mali,Cases,
7/6/2014,106,Mali,Cases,
7/2/2014,102,Mali,Cases,
6/30/2014,100,Mali,Cases,
6/22/2014,92,Mali,Cases,
6/20/2014,90,Mali,Cases,
6/19/2014,89,Mali,Cases,
6/18/2014,88,Mali,Cases,
6/17/2014,87,Mali,Cases,
6/16/2014,86,Mali,Cases,
6/10/2014,80,Mali,Cases,
6/5/2014,75,Mali,Cases,
6/3/2014,73,Mali,Cases,
6/1/2014,71,Mali,Cases,
5/28/2014,67,Mali,Cases,
5/27/2014,66,Mali,Cases,
5/23/2014,62,Mali,Cases,
5/12/2014,51,Mali,Cases,
5/10/2014,49,Mali,Cases,
5/7/2014,46,Mali,Cases,
5/5/2014,44,Mali,Cases,
5/3/2014,42,Mali,Cases,
5/1/2014,40,Mali,Cases,
4/26/2014,35,Mali,Cases,
4/24/2014,33,Mali,Cases,
4/23/2014,32,Mali,Cases,
4/22/2014,31,Mali,Cases,
4/21/2014,30,Mali,Cases,
4/20/2014,29,Mali,Cases,
4/17/2014,26,Mali,Cases,
4/16/2014,25,Mali,Cases,
4/15/2014,24,Mali,Cases,
4/14/2014,23,Mali,Cases,
4/11/2014,20,Mali,Cases,
4/9/2014,18,Mali,Cases,
4/7/2014,16,Mali,Cases,
4/4/2014,13,Mali,Cases,
4/1/2014,10,Mali,Cases,
3/31/2014,9,Mali,Cases,
3/29/2014,7,Mali,Cases,
3/28/2014,6,Mali,Cases,
3/27/2014,5,Mali,Cases,
3/26/2014,4,Mali,Cases,
3/25/2014,3,Mali,Cases,
3/24/2014,2,Mali,Cases,
3/22/2014,0,Mali,Cases,
1/5/2015,289,Guinea,Deaths,1786.0
1/4/2015,288,Guinea,Deaths,1781.0
1/3/2015,287,Guinea,Deaths,1767.0
1/2/2015,286,Guinea,Deaths,
12/31/2014,284,Guinea,Deaths,1739.0
12/28/2014,281,Guinea,Deaths,1708.0
12/27/2014,280,Guinea,Deaths,1697.0
12/24/2014,277,Guinea,Deaths,
12/21/2014,273,Guinea,Deaths,1607.0
12/20/2014,272,Guinea,Deaths,1586.0
12/18/2014,271,Guinea,Deaths,
12/14/2014,267,Guinea,Deaths,1525.0
12/9/2014,262,Guinea,Deaths,
12/7/2014,260,Guinea,Deaths,1428.0
12/3/2014,256,Guinea,Deaths,
11/30/2014,253,Guinea,Deaths,1327.0
11/28/2014,251,Guinea,Deaths,
11/23/2014,246,Guinea,Deaths,1260.0
11/22/2014,245,Guinea,Deaths,
11/18/2014,241,Guinea,Deaths,1214.0
11/16/2014,239,Guinea,Deaths,1192.0
11/15/2014,238,Guinea,Deaths,
11/11/2014,234,Guinea,Deaths,1166.0
11/10/2014,233,Guinea,Deaths,
11/9/2014,232,Guinea,Deaths,1142.0
11/8/2014,231,Guinea,Deaths,
11/4/2014,227,Guinea,Deaths,
11/3/2014,226,Guinea,Deaths,1054.0
11/2/2014,225,Guinea,Deaths,1041.0
10/31/2014,222,Guinea,Deaths,
10/29/2014,220,Guinea,Deaths,1018.0
10/27/2014,218,Guinea,Deaths,997.0
10/25/2014,216,Guinea,Deaths,
10/22/2014,214,Guinea,Deaths,
10/21/2014,213,Guinea,Deaths,926.0
10/19/2014,211,Guinea,Deaths,904.0
10/18/2014,210,Guinea,Deaths,
10/14/2014,206,Guinea,Deaths,862.0
10/13/2014,205,Guinea,Deaths,
10/12/2014,204,Guinea,Deaths,843.0
10/11/2014,203,Guinea,Deaths,
10/8/2014,200,Guinea,Deaths,
10/7/2014,199,Guinea,Deaths,778.0
10/5/2014,197,Guinea,Deaths,768.0
10/4/2014,196,Guinea,Deaths,
10/1/2014,193,Guinea,Deaths,739.0
9/28/2014,190,Guinea,Deaths,710.0
9/23/2014,185,Guinea,Deaths,648.0
9/21/2014,183,Guinea,Deaths,635.0
9/20/2014,182,Guinea,Deaths,
9/19/2014,181,Guinea,Deaths,632.0
9/17/2014,179,Guinea,Deaths,
9/14/2014,176,Guinea,Deaths,601.0
9/13/2014,175,Guinea,Deaths,595.0
9/10/2014,172,Guinea,Deaths,568.0
9/9/2014,171,Guinea,Deaths,
9/7/2014,169,Guinea,Deaths,557.0
9/5/2014,167,Guinea,Deaths,517.0
8/31/2014,162,Guinea,Deaths,494.0
8/26/2014,157,Guinea,Deaths,430.0
8/20/2014,151,Guinea,Deaths,406.0
8/18/2014,149,Guinea,Deaths,396.0
8/16/2014,147,Guinea,Deaths,394.0
8/13/2014,144,Guinea,Deaths,380.0
8/11/2014,142,Guinea,Deaths,377.0
8/9/2014,140,Guinea,Deaths,373.0
8/6/2014,137,Guinea,Deaths,367.0
8/4/2014,135,Guinea,Deaths,363.0
8/1/2014,132,Guinea,Deaths,358.0
7/30/2014,129,Guinea,Deaths,346.0
7/27/2014,126,Guinea,Deaths,339.0
7/23/2014,123,Guinea,Deaths,319.0
7/20/2014,120,Guinea,Deaths,314.0
7/17/2014,117,Guinea,Deaths,310.0
7/14/2014,114,Guinea,Deaths,310.0
7/12/2014,112,Guinea,Deaths,304.0
7/8/2014,108,Guinea,Deaths,309.0
7/6/2014,106,Guinea,Deaths,307.0
7/2/2014,102,Guinea,Deaths,305.0
6/30/2014,100,Guinea,Deaths,303.0
6/22/2014,92,Guinea,Deaths,
6/20/2014,90,Guinea,Deaths,270.0
6/19/2014,89,Guinea,Deaths,
6/18/2014,88,Guinea,Deaths,267.0
6/17/2014,87,Guinea,Deaths,
6/16/2014,86,Guinea,Deaths,264.0
6/10/2014,80,Guinea,Deaths,226.0
6/5/2014,75,Guinea,Deaths,
6/3/2014,73,Guinea,Deaths,215.0
6/1/2014,71,Guinea,Deaths,208.0
5/28/2014,67,Guinea,Deaths,193.0
5/27/2014,66,Guinea,Deaths,186.0
5/23/2014,62,Guinea,Deaths,174.0
5/12/2014,51,Guinea,Deaths,171.0
5/10/2014,49,Guinea,Deaths,157.0
5/7/2014,46,Guinea,Deaths,158.0
5/5/2014,44,Guinea,Deaths,157.0
5/3/2014,42,Guinea,Deaths,155.0
5/1/2014,40,Guinea,Deaths,149.0
4/26/2014,35,Guinea,Deaths,143.0
4/24/2014,33,Guinea,Deaths,
4/23/2014,32,Guinea,Deaths,141.0
4/22/2014,31,Guinea,Deaths,
4/21/2014,30,Guinea,Deaths,
4/20/2014,29,Guinea,Deaths,136.0
4/17/2014,26,Guinea,Deaths,129.0
4/16/2014,25,Guinea,Deaths,122.0
4/15/2014,24,Guinea,Deaths,
4/14/2014,23,Guinea,Deaths,108.0
4/11/2014,20,Guinea,Deaths,106.0
4/9/2014,18,Guinea,Deaths,101.0
4/7/2014,16,Guinea,Deaths,95.0
4/4/2014,13,Guinea,Deaths,86.0
4/1/2014,10,Guinea,Deaths,83.0
3/31/2014,9,Guinea,Deaths,80.0
3/29/2014,7,Guinea,Deaths,70.0
3/28/2014,6,Guinea,Deaths,70.0
3/27/2014,5,Guinea,Deaths,66.0
3/26/2014,4,Guinea,Deaths,62.0
3/25/2014,3,Guinea,Deaths,60.0
3/24/2014,2,Guinea,Deaths,59.0
3/22/2014,0,Guinea,Deaths,29.0
1/5/2015,289,Liberia,Deaths,
1/4/2015,288,Liberia,Deaths,
1/3/2015,287,Liberia,Deaths,3496.0
1/2/2015,286,Liberia,Deaths,3496.0
12/31/2014,284,Liberia,Deaths,3471.0
12/28/2014,281,Liberia,Deaths,3423.0
12/27/2014,280,Liberia,Deaths,
12/24/2014,277,Liberia,Deaths,3413.0
12/21/2014,273,Liberia,Deaths,
12/20/2014,272,Liberia,Deaths,3384.0
12/18/2014,271,Liberia,Deaths,3376.0
12/14/2014,267,Liberia,Deaths,
12/9/2014,262,Liberia,Deaths,3290.0
12/7/2014,260,Liberia,Deaths,
12/3/2014,256,Liberia,Deaths,3177.0
11/30/2014,253,Liberia,Deaths,
11/28/2014,251,Liberia,Deaths,3145.0
11/23/2014,246,Liberia,Deaths,
11/22/2014,245,Liberia,Deaths,3016.0
11/18/2014,241,Liberia,Deaths,2963.0
11/16/2014,239,Liberia,Deaths,
11/15/2014,238,Liberia,Deaths,2964.0
11/11/2014,234,Liberia,Deaths,
11/10/2014,233,Liberia,Deaths,2812.0
11/9/2014,232,Liberia,Deaths,
11/8/2014,231,Liberia,Deaths,2836.0
11/4/2014,227,Liberia,Deaths,2766.0
11/3/2014,226,Liberia,Deaths,
11/2/2014,225,Liberia,Deaths,
10/31/2014,222,Liberia,Deaths,2697.0
10/29/2014,220,Liberia,Deaths,
10/27/2014,218,Liberia,Deaths,
10/25/2014,216,Liberia,Deaths,2413.0
10/22/2014,214,Liberia,Deaths,
10/21/2014,213,Liberia,Deaths,
10/19/2014,211,Liberia,Deaths,
10/18/2014,210,Liberia,Deaths,2705.0
10/14/2014,206,Liberia,Deaths,
10/13/2014,205,Liberia,Deaths,2484.0
10/12/2014,204,Liberia,Deaths,
10/11/2014,203,Liberia,Deaths,2458.0
10/8/2014,200,Liberia,Deaths,
10/7/2014,199,Liberia,Deaths,2316.0
10/5/2014,197,Liberia,Deaths,
10/4/2014,196,Liberia,Deaths,2210.0
10/1/2014,193,Liberia,Deaths,2069.0
9/28/2014,190,Liberia,Deaths,1998.0
9/23/2014,185,Liberia,Deaths,1830.0
9/21/2014,183,Liberia,Deaths,1677.0
9/20/2014,182,Liberia,Deaths,
9/19/2014,181,Liberia,Deaths,
9/17/2014,179,Liberia,Deaths,1578.0
9/14/2014,176,Liberia,Deaths,1459.0
9/13/2014,175,Liberia,Deaths,1296.0
9/10/2014,172,Liberia,Deaths,
9/9/2014,171,Liberia,Deaths,
9/7/2014,169,Liberia,Deaths,1137.0
9/5/2014,167,Liberia,Deaths,1089.0
8/31/2014,162,Liberia,Deaths,871.0
8/26/2014,157,Liberia,Deaths,694.0
8/20/2014,151,Liberia,Deaths,624.0
8/18/2014,149,Liberia,Deaths,576.0
8/16/2014,147,Liberia,Deaths,466.0
8/13/2014,144,Liberia,Deaths,413.0
8/11/2014,142,Liberia,Deaths,355.0
8/9/2014,140,Liberia,Deaths,323.0
8/6/2014,137,Liberia,Deaths,294.0
8/4/2014,135,Liberia,Deaths,282.0
8/1/2014,132,Liberia,Deaths,255.0
7/30/2014,129,Liberia,Deaths,227.0
7/27/2014,126,Liberia,Deaths,156.0
7/23/2014,123,Liberia,Deaths,129.0
7/20/2014,120,Liberia,Deaths,127.0
7/17/2014,117,Liberia,Deaths,116.0
7/14/2014,114,Liberia,Deaths,106.0
7/12/2014,112,Liberia,Deaths,105.0
7/8/2014,108,Liberia,Deaths,88.0
7/6/2014,106,Liberia,Deaths,84.0
7/2/2014,102,Liberia,Deaths,75.0
6/30/2014,100,Liberia,Deaths,65.0
6/22/2014,92,Liberia,Deaths,34.0
6/20/2014,90,Liberia,Deaths,
6/19/2014,89,Liberia,Deaths,25.0
6/18/2014,88,Liberia,Deaths,
6/17/2014,87,Liberia,Deaths,
6/16/2014,86,Liberia,Deaths,24.0
6/10/2014,80,Liberia,Deaths,24.0
6/5/2014,75,Liberia,Deaths,
6/3/2014,73,Liberia,Deaths,12.0
6/1/2014,71,Liberia,Deaths,12.0
5/28/2014,67,Liberia,Deaths,12.0
5/27/2014,66,Liberia,Deaths,11.0
5/23/2014,62,Liberia,Deaths,11.0
5/12/2014,51,Liberia,Deaths,11.0
5/10/2014,49,Liberia,Deaths,11.0
5/7/2014,46,Liberia,Deaths,11.0
5/5/2014,44,Liberia,Deaths,11.0
5/3/2014,42,Liberia,Deaths,11.0
5/1/2014,40,Liberia,Deaths,11.0
4/26/2014,35,Liberia,Deaths,
4/24/2014,33,Liberia,Deaths,
4/23/2014,32,Liberia,Deaths,
4/22/2014,31,Liberia,Deaths,
4/21/2014,30,Liberia,Deaths,11.0
4/20/2014,29,Liberia,Deaths,6.0
4/17/2014,26,Liberia,Deaths,
4/16/2014,25,Liberia,Deaths,13.0
4/15/2014,24,Liberia,Deaths,
4/14/2014,23,Liberia,Deaths,
4/11/2014,20,Liberia,Deaths,13.0
4/9/2014,18,Liberia,Deaths,12.0
4/7/2014,16,Liberia,Deaths,10.0
4/4/2014,13,Liberia,Deaths,7.0
4/1/2014,10,Liberia,Deaths,5.0
3/31/2014,9,Liberia,Deaths,4.0
3/29/2014,7,Liberia,Deaths,2.0
3/28/2014,6,Liberia,Deaths,3.0
3/27/2014,5,Liberia,Deaths,6.0
3/26/2014,4,Liberia,Deaths,
3/25/2014,3,Liberia,Deaths,
3/24/2014,2,Liberia,Deaths,
3/22/2014,0,Liberia,Deaths,
1/5/2015,289,SierraLeone,Deaths,2977.0
1/4/2015,288,SierraLeone,Deaths,2943.0
1/3/2015,287,SierraLeone,Deaths,2915.0
1/2/2015,286,SierraLeone,Deaths,
12/31/2014,284,SierraLeone,Deaths,2827.0
12/28/2014,281,SierraLeone,Deaths,2758.0
12/27/2014,280,SierraLeone,Deaths,2732.0
12/24/2014,277,SierraLeone,Deaths,2655.0
12/21/2014,273,SierraLeone,Deaths,2582.0
12/20/2014,272,SierraLeone,Deaths,2556.0
12/18/2014,271,SierraLeone,Deaths,
12/14/2014,267,SierraLeone,Deaths,2085.0
12/9/2014,262,SierraLeone,Deaths,
12/7/2014,260,SierraLeone,Deaths,1768.0
12/3/2014,256,SierraLeone,Deaths,
11/30/2014,253,SierraLeone,Deaths,1583.0
11/28/2014,251,SierraLeone,Deaths,
11/23/2014,246,SierraLeone,Deaths,1398.0
11/22/2014,245,SierraLeone,Deaths,
11/18/2014,241,SierraLeone,Deaths,1267.0
11/16/2014,239,SierraLeone,Deaths,1250.0
11/15/2014,238,SierraLeone,Deaths,
11/11/2014,234,SierraLeone,Deaths,1187.0
11/10/2014,233,SierraLeone,Deaths,
11/9/2014,232,SierraLeone,Deaths,1169.0
11/8/2014,231,SierraLeone,Deaths,
11/4/2014,227,SierraLeone,Deaths,1130.0
11/3/2014,226,SierraLeone,Deaths,
11/2/2014,225,SierraLeone,Deaths,1070.0
10/31/2014,222,SierraLeone,Deaths,
10/29/2014,220,SierraLeone,Deaths,1510.0
10/27/2014,218,SierraLeone,Deaths,1500.0
10/25/2014,216,SierraLeone,Deaths,
10/22/2014,214,SierraLeone,Deaths,1281.0
10/21/2014,213,SierraLeone,Deaths,
10/19/2014,211,SierraLeone,Deaths,1259.0
10/18/2014,210,SierraLeone,Deaths,
10/14/2014,206,SierraLeone,Deaths,1200.0
10/13/2014,205,SierraLeone,Deaths,
10/12/2014,204,SierraLeone,Deaths,1183.0
10/11/2014,203,SierraLeone,Deaths,
10/8/2014,200,SierraLeone,Deaths,930.0
10/7/2014,199,SierraLeone,Deaths,
10/5/2014,197,SierraLeone,Deaths,879.0
10/4/2014,196,SierraLeone,Deaths,
10/1/2014,193,SierraLeone,Deaths,623.0
9/28/2014,190,SierraLeone,Deaths,622.0
9/23/2014,185,SierraLeone,Deaths,605.0
9/21/2014,183,SierraLeone,Deaths,597.0
9/20/2014,182,SierraLeone,Deaths,593.0
9/19/2014,181,SierraLeone,Deaths,
9/17/2014,179,SierraLeone,Deaths,
9/14/2014,176,SierraLeone,Deaths,562.0
9/13/2014,175,SierraLeone,Deaths,562.0
9/10/2014,172,SierraLeone,Deaths,536.0
9/9/2014,171,SierraLeone,Deaths,
9/7/2014,169,SierraLeone,Deaths,524.0
9/5/2014,167,SierraLeone,Deaths,491.0
8/31/2014,162,SierraLeone,Deaths,476.0
8/26/2014,157,SierraLeone,Deaths,422.0
8/20/2014,151,SierraLeone,Deaths,392.0
8/18/2014,149,SierraLeone,Deaths,374.0
8/16/2014,147,SierraLeone,Deaths,365.0
8/13/2014,144,SierraLeone,Deaths,348.0
8/11/2014,142,SierraLeone,Deaths,334.0
8/9/2014,140,SierraLeone,Deaths,315.0
8/6/2014,137,SierraLeone,Deaths,298.0
8/4/2014,135,SierraLeone,Deaths,286.0
8/1/2014,132,SierraLeone,Deaths,273.0
7/30/2014,129,SierraLeone,Deaths,252.0
7/27/2014,126,SierraLeone,Deaths,233.0
7/23/2014,123,SierraLeone,Deaths,224.0
7/20/2014,120,SierraLeone,Deaths,219.0
7/17/2014,117,SierraLeone,Deaths,206.0
7/14/2014,114,SierraLeone,Deaths,197.0
7/12/2014,112,SierraLeone,Deaths,194.0
7/8/2014,108,SierraLeone,Deaths,142.0
7/6/2014,106,SierraLeone,Deaths,127.0
7/2/2014,102,SierraLeone,Deaths,101.0
6/30/2014,100,SierraLeone,Deaths,99.0
6/22/2014,92,SierraLeone,Deaths,
6/20/2014,90,SierraLeone,Deaths,34.0
6/19/2014,89,SierraLeone,Deaths,
6/18/2014,88,SierraLeone,Deaths,28.0
6/17/2014,87,SierraLeone,Deaths,49.0
6/16/2014,86,SierraLeone,Deaths,
6/10/2014,80,SierraLeone,Deaths,7.0
6/5/2014,75,SierraLeone,Deaths,6.0
6/3/2014,73,SierraLeone,Deaths,6.0
6/1/2014,71,SierraLeone,Deaths,6.0
5/28/2014,67,SierraLeone,Deaths,6.0
5/27/2014,66,SierraLeone,Deaths,5.0
5/23/2014,62,SierraLeone,Deaths,0.0
5/12/2014,51,SierraLeone,Deaths,0.0
