Date,Day,Country,Type,Counts
5/10/2014,49,SierraLeone,Deaths,0.0
5/7/2014,46,SierraLeone,Deaths,0.0
5/5/2014,44,SierraLeone,Deaths,0.0
5/3/2014,42,SierraLeone,Deaths,0.0
5/1/2014,40,SierraLeone,Deaths,0.0
4/26/2014,35,SierraLeone,Deaths,0.0
4/24/2014,33,SierraLeone,Deaths,0.0
4/23/2014,32,SierraLeone,Deaths,0.0
4/22/2014,31,SierraLeone,Deaths,0.0
4/21/2014,30,SierraLeone,Deaths,
4/20/2014,29,SierraLeone,Deaths,
4/17/2014,26,SierraLeone,Deaths,
4/16/2014,25,SierraLeone,Deaths,
4/15/2014,24,SierraLeone,Deaths,
4/14/2014,23,SierraLeone,Deaths,
4/11/2014,20,SierraLeone,Deaths,2.0
4/9/2014,18,SierraLeone,Deaths,2.0
4/7/2014,16,SierraLeone,Deaths,2.0
4/4/2014,13,SierraLeone,Deaths,2.0
4/1/2014,10,SierraLeone,Deaths,2.0
3/31/2014,9,SierraLeone,Deaths,2.0
3/29/2014,7,SierraLeone,Deaths,
3/28/2014,6,SierraLeone,Deaths,2.0
3/27/2014,5,SierraLeone,Deaths,5.0
3/26/2014,4,SierraLeone,Deaths,
3/25/2014,3,SierraLeone,Deaths,
3/24/2014,2,SierraLeone,Deaths,
3/22/2014,0,SierraLeone,Deaths,
1/5/2015,289,Nigeria,Deaths,
1/4/2015,288,Nigeria,Deaths,
1/3/2015,287,Nigeria,Deaths,
1/2/2015,286,Nigeria,Deaths,
12/31/2014,284,Nigeria,Deaths,
12/28/2014,281,Nigeria,Deaths,
12/27/2014,280,Nigeria,Deaths,
12/24/2014,277,Nigeria,Deaths,
12/21/2014,273,Nigeria,Deaths,
12/20/2014,272,Nigeria,Deaths,
12/18/2014,271,Nigeria,Deaths,
12/14/2014,267,Nigeria,Deaths,
12/9/2014,262,Nigeria,Deaths,
12/7/2014,260,Nigeria,Deaths,8.0
12/3/2014,256,Nigeria,Deaths,
11/30/2014,253,Nigeria,Deaths,8.0
11/28/2014,251,Nigeria,Deaths,
11/23/2014,246,Nigeria,Deaths,8.0
11/22/2014,245,Nigeria,Deaths,
11/18/2014,241,Nigeria,Deaths,8.0
11/16/2014,239,Nigeria,Deaths,8.0
11/15/2014,238,Nigeria,Deaths,
11/11/2014,234,Nigeria,Deaths,8.0
11/10/2014,233,Nigeria,Deaths,
11/9/2014,232,Nigeria,Deaths,8.0
11/8/2014,231,Nigeria,Deaths,
11/4/2014,227,Nigeria,Deaths,8.0
11/3/2014,226,Nigeria,Deaths,
11/2/2014,225,Nigeria,Deaths,8.0
10/31/2014,222,Nigeria,Deaths,
10/29/2014,220,Nigeria,Deaths,8.0
10/27/2014,218,Nigeria,Deaths,8.0
10/25/2014,216,Nigeria,Deaths,
10/22/2014,214,Nigeria,Deaths,
10/21/2014,213,Nigeria,Deaths,
10/19/2014,211,Nigeria,Deaths,8.0
10/18/2014,210,Nigeria,Deaths,
10/14/2014,206,Nigeria,Deaths,8.0
10/13/2014,205,Nigeria,Deaths,
10/12/2014,204,Nigeria,Deaths,8.0
10/11/2014,203,Nigeria,Deaths,
10/8/2014,200,Nigeria,Deaths,8.0
10/7/2014,199,Nigeria,Deaths,
10/5/2014,197,Nigeria,Deaths,8.0
10/4/2014,196,Nigeria,Deaths,
10/1/2014,193,Nigeria,Deaths,8.0
9/28/2014,190,Nigeria,Deaths,8.0
9/23/2014,185,Nigeria,Deaths,8.0
9/21/2014,183,Nigeria,Deaths,8.0
9/20/2014,182,Nigeria,Deaths,
9/19/2014,181,Nigeria,Deaths,
9/17/2014,179,Nigeria,Deaths,
9/14/2014,176,Nigeria,Deaths,
9/13/2014,175,Nigeria,Deaths,8.0
9/10/2014,172,Nigeria,Deaths,8.0
9/9/2014,171,Nigeria,Deaths,
9/7/2014,169,Nigeria,Deaths,8.0
9/5/2014,167,Nigeria,Deaths,8.0
8/31/2014,162,Nigeria,Deaths,7.0
8/26/2014,157,Nigeria,Deaths,6.0
8/20/2014,151,Nigeria,Deaths,5.0
8/18/2014,149,Nigeria,Deaths,4.0
8/16/2014,147,Nigeria,Deaths,4.0
8/13/2014,144,Nigeria,Deaths,4.0
8/11/2014,142,Nigeria,Deaths,3.0
8/9/2014,140,Nigeria,Deaths,2.0
8/6/2014,137,Nigeria,Deaths,2.0
8/4/2014,135,Nigeria,Deaths,1.0
8/1/2014,132,Nigeria,Deaths,1.0
7/30/2014,129,Nigeria,Deaths,1.0
7/27/2014,126,Nigeria,Deaths,1.0
7/23/2014,123,Nigeria,Deaths,0.0
7/20/2014,120,Nigeria,Deaths,
7/17/2014,117,Nigeria,Deaths,
7/14/2014,114,Nigeria,Deaths,
7/12/2014,112,Nigeria,Deaths,
7/8/2014,108,Nigeria,Deaths,
7/6/2014,106,Nigeria,Deaths,
7/2/2014,102,Nigeria,Deaths,
6/30/2014,100,Nigeria,Deaths,
6/22/2014,92,Nigeria,Deaths,
6/20/2014,90,Nigeria,Deaths,
6/19/2014,89,Nigeria,Deaths,
6/18/2014,88,Nigeria,Deaths,
6/17/2014,87,Nigeria,Deaths,
6/16/2014,86,Nigeria,Deaths,
6/10/2014,80,Nigeria,Deaths,
6/5/2014,75,Nigeria,Deaths,
6/3/2014,73,Nigeria,Deaths,
6/1/2014,71,Nigeria,Deaths,
5/28/2014,67,Nigeria,Deaths,
5/27/2014,66,Nigeria,Deaths,
5/23/2014,62,Nigeria,Deaths,
5/12/2014,51,Nigeria,Deaths,
5/10/2014,49,Nigeria,Deaths,
5/7/2014,46,Nigeria,Deaths,
5/5/2014,44,Nigeria,Deaths,
5/3/2014,42,Nigeria,Deaths,
5/1/2014,40,Nigeria,Deaths,
4/26/2014,35,Nigeria,Deaths,
4/24/2014,33,Nigeria,Deaths,
4/23/2014,32,Nigeria,Deaths,
4/22/2014,31,Nigeria,Deaths,
4/21/2014,30,Nigeria,Deaths,
4/20/2014,29,Nigeria,Deaths,
4/17/2014,26,Nigeria,Deaths,
4/16/2014,25,Nigeria,Deaths,
4/15/2014,24,Nigeria,Deaths,
4/14/2014,23,Nigeria,Deaths,
4/11/2014,20,Nigeria,Deaths,
4/9/2014,18,Nigeria,Deaths,
4/7/2014,16,Nigeria,Deaths,
4/4/2014,13,Nigeria,Deaths,
4/1/2014,10,Nigeria,Deaths,
3/31/2014,9,Nigeria,Deaths,
3/29/2014,7,Nigeria,Deaths,
3/28/2014,6,Nigeria,Deaths,
3/27/2014,5,Nigeria,Deaths,
3/26/2014,4,Nigeria,Deaths,
3/25/2014,3,Nigeria,Deaths,
3/24/2014,2,Nigeria,Deaths,
3/22/2014,0,Nigeria,Deaths,
1/5/2015,289,Senegal,Deaths,
1/4/2015,288,Senegal,Deaths,
1/3/2015,287,Senegal,Deaths,
1/2/2015,286,Senegal,Deaths,
12/31/2014,284,Senegal,Deaths,
12/28/2014,281,Senegal,Deaths,
12/27/2014,280,Senegal,Deaths,
12/24/2014,277,Senegal,Deaths,
12/21/2014,273,Senegal,Deaths,
12/20/2014,272,Senegal,Deaths,
12/18/2014,271,Senegal,Deaths,
12/14/2014,267,Senegal,Deaths,
12/9/2014,262,Senegal,Deaths,
12/7/2014,260,Senegal,Deaths,0.0
12/3/2014,256,Senegal,Deaths,
11/30/2014,253,Senegal,Deaths,0.0
11/28/2014,251,Senegal,Deaths,
11/23/2014,246,Senegal,Deaths,0.0
11/22/2014,245,Senegal,Deaths,
11/18/2014,241,Senegal,Deaths,0.0
11/16/2014,239,Senegal,Deaths,0.0
11/15/2014,238,Senegal,Deaths,
11/11/2014,234,Senegal,Deaths,0.0
11/10/2014,233,Senegal,Deaths,
11/9/2014,232,Senegal,Deaths,0.0
11/8/2014,231,Senegal,Deaths,
11/4/2014,227,Senegal,Deaths,0.0
11/3/2014,226,Senegal,Deaths,
11/2/2014,225,Senegal,Deaths,0.0
10/31/2014,222,Senegal,Deaths,
10/29/2014,220,Senegal,Deaths,0.0
10/27/2014,218,Senegal,Deaths,0.0
10/25/2014,216,Senegal,Deaths,
10/22/2014,214,Senegal,Deaths,
10/21/2014,213,Senegal,Deaths,
10/19/2014,211,Senegal,Deaths,0.0
10/18/2014,210,Senegal,Deaths,
10/14/2014,206,Senegal,Deaths,0.0
10/13/2014,205,Senegal,Deaths,
10/12/2014,204,Senegal,Deaths,0.0
10/11/2014,203,Senegal,Deaths,
10/8/2014,200,Senegal,Deaths,0.0
10/7/2014,199,Senegal,Deaths,
10/5/2014,197,Senegal,Deaths,0.0
10/4/2014,196,Senegal,Deaths,
10/1/2014,193,Senegal,Deaths,0.0
9/28/2014,190,Senegal,Deaths,0.0
9/23/2014,185,Senegal,Deaths,0.0
9/21/2014,183,Senegal,Deaths,0.0
9/20/2014,182,Senegal,Deaths,
9/19/2014,181,Senegal,Deaths,
9/17/2014,179,Senegal,Deaths,
9/14/2014,176,Senegal,Deaths,
9/13/2014,175,Senegal,Deaths,0.0
9/10/2014,172,Senegal,Deaths,
9/9/2014,171,Senegal,Deaths,
9/7/2014,169,Senegal,Deaths,0.0
9/5/2014,167,Senegal,Deaths,
8/31/2014,162,Senegal,Deaths,
8/26/2014,157,Senegal,Deaths,
8/20/2014,151,Senegal,Deaths,
8/18/2014,149,Senegal,Deaths,
8/16/2014,147,Senegal,Deaths,
8/13/2014,144,Senegal,Deaths,
8/11/2014,142,Senegal,Deaths,
8/9/2014,140,Senegal,Deaths,
8/6/2014,137,Senegal,Deaths,
8/4/2014,135,Senegal,Deaths,
8/1/2014,132,Senegal,Deaths,
7/30/2014,129,Senegal,Deaths,
7/27/2014,126,Senegal,Deaths,
7/23/2014,123,Senegal,Deaths,
7/20/2014,120,Senegal,Deaths,
7/17/2014,117,Senegal,Deaths,
7/14/2014,114,Senegal,Deaths,
7/12/2014,112,Senegal,Deaths,
7/8/2014,108,Senegal,Deaths,
7/6/2014,106,Senegal,Deaths,
7/2/2014,102,Senegal,Deaths,
6/30/2014,100,Senegal,Deaths,
6/22/2014,92,Senegal,Deaths,
6/20/2014,90,Senegal,Deaths,
6/19/2014,89,Senegal,Deaths,
6/18/2014,88,Senegal,Deaths,
6/17/2014,87,Senegal,Deaths,
6/16/2014,86,Senegal,Deaths,
6/10/2014,80,Senegal,Deaths,
6/5/2014,75,Senegal,Deaths,
6/3/2014,73,Senegal,Deaths,
6/1/2014,71,Senegal,Deaths,
5/28/2014,67,Senegal,Deaths,
5/27/2014,66,Senegal,Deaths,
5/23/2014,62,Senegal,Deaths,
5/12/2014,51,Senegal,Deaths,
5/10/2014,49,Senegal,Deaths,
5/7/2014,46,Senegal,Deaths,
5/5/2014,44,Senegal,Deaths,
5/3/2014,42,Senegal,Deaths,
5/1/2014,40,Senegal,Deaths,
4/26/2014,35,Senegal,Deaths,
4/24/2014,33,Senegal,Deaths,
4/23/2014,32,Senegal,Deaths,
4/22/2014,31,Senegal,Deaths,
4/21/2014,30,Senegal,Deaths,
4/20/2014,29,Senegal,Deaths,
4/17/2014,26,Senegal,Deaths,
4/16/2014,25,Senegal,Deaths,
4/15/2014,24,Senegal,Deaths,
4/14/2014,23,Senegal,Deaths,
4/11/2014,20,Senegal,Deaths,
4/9/2014,18,Senegal,Deaths,
4/7/2014,16,Senegal,Deaths,
4/4/2014,13,Senegal,Deaths,
4/1/2014,10,Senegal,Deaths,
3/31/2014,9,Senegal,Deaths,
3/29/2014,7,Senegal,Deaths,
3/28/2014,6,Senegal,Deaths,
3/27/2014,5,Senegal,Deaths,
3/26/2014,4,Senegal,Deaths,
3/25/2014,3,Senegal,Deaths,
3/24/2014,2,Senegal,Deaths,
3/22/2014,0,Senegal,Deaths,
1/5/2015,289,UnitedStates,Deaths,
1/4/2015,288,UnitedStates,Deaths,
1/3/2015,287,UnitedStates,Deaths,
1/2/2015,286,UnitedStates,Deaths,
12/31/2014,284,UnitedStates,Deaths,
12/28/2014,281,UnitedStates,Deaths,
12/27/2014,280,UnitedStates,Deaths,
12/24/2014,277,UnitedStates,Deaths,
12/21/2014,273,UnitedStates,Deaths,
12/20/2014,272,UnitedStates,Deaths,
12/18/2014,271,UnitedStates,Deaths,
12/14/2014,267,UnitedStates,Deaths,
12/9/2014,262,UnitedStates,Deaths,
12/7/2014,260,UnitedStates,Deaths,1.0
12/3/2014,256,UnitedStates,Deaths,
11/30/2014,253,UnitedStates,Deaths,1.0
11/28/2014,251,UnitedStates,Deaths,
11/23/2014,246,UnitedStates,Deaths,1.0
11/22/2014,245,UnitedStates,Deaths,
11/18/2014,241,UnitedStates,Deaths,1.0
11/16/2014,239,UnitedStates,Deaths,1.0
11/15/2014,238,UnitedStates,Deaths,
11/11/2014,234,UnitedStates,Deaths,1.0
11/10/2014,233,UnitedStates,Deaths,
11/9/2014,232,UnitedStates,Deaths,1.0
11/8/2014,231,UnitedStates,Deaths,
11/4/2014,227,UnitedStates,Deaths,1.0
11/3/2014,226,UnitedStates,Deaths,
11/2/2014,225,UnitedStates,Deaths,1.0
10/31/2014,222,UnitedStates,Deaths,
10/29/2014,220,UnitedStates,Deaths,1.0
10/27/2014,218,UnitedStates,Deaths,1.0
10/25/2014,216,UnitedStates,Deaths,
10/22/2014,214,UnitedStates,Deaths,1.0
10/21/2014,213,UnitedStates,Deaths,
10/19/2014,211,UnitedStates,Deaths,1.0
10/18/2014,210,UnitedStates,Deaths,
10/14/2014,206,UnitedStates,Deaths,0.0
10/13/2014,205,UnitedStates,Deaths,
10/12/2014,204,UnitedStates,Deaths,1.0
10/11/2014,203,UnitedStates,Deaths,
10/8/2014,200,UnitedStates,Deaths,1.0
10/7/2014,199,UnitedStates,Deaths,
10/5/2014,197,UnitedStates,Deaths,0.0
10/4/2014,196,UnitedStates,Deaths,
10/1/2014,193,UnitedStates,Deaths,0.0
9/28/2014,190,UnitedStates,Deaths,
9/23/2014,185,UnitedStates,Deaths,
9/21/2014,183,UnitedStates,Deaths,
9/20/2014,182,UnitedStates,Deaths,
9/19/2014,181,UnitedStates,Deaths,
9/17/2014,179,UnitedStates,Deaths,
9/14/2014,176,UnitedStates,Deaths,
9/13/2014,175,UnitedStates,Deaths,
9/10/2014,172,UnitedStates,Deaths,
9/9/2014,171,UnitedStates,Deaths,
9/7/2014,169,UnitedStates,Deaths,
9/5/2014,167,UnitedStates,Deaths,
8/31/2014,162,UnitedStates,Deaths,
8/26/2014,157,UnitedStates,Deaths,
8/20/2014,151,UnitedStates,Deaths,
8/18/2014,149,UnitedStates,Deaths,
8/16/2014,147,UnitedStates,Deaths,
8/13/2014,144,UnitedStates,Deaths,
8/11/2014,142,UnitedStates,Deaths,
8/9/2014,140,UnitedStates,Deaths,
8/6/2014,137,UnitedStates,Deaths,
8/4/2014,135,UnitedStates,Deaths,
8/1/2014,132,UnitedStates,Deaths,
7/30/2014,129,UnitedStates,Deaths,
7/27/2014,126,UnitedStates,Deaths,
7/23/2014,123,UnitedStates,Deaths,
7/20/2014,120,UnitedStates,Deaths,
7/17/2014,117,UnitedStates,Deaths,
7/14/2014,114,UnitedStates,Deaths,
7/12/2014,112,UnitedStates,Deaths,
7/8/2014,108,UnitedStates,Deaths,
7/6/2014,106,UnitedStates,Deaths,
7/2/2014,102,UnitedStates,Deaths,
6/30/2014,100,UnitedStates,Deaths,
6/22/2014,92,UnitedStates,Deaths,
6/20/2014,90,UnitedStates,Deaths,
6/19/2014,89,UnitedStates,Deaths,
6/18/2014,88,UnitedStates,Deaths,
6/17/2014,87,UnitedStates,Deaths,
6/16/2014,86,UnitedStates,Deaths,
6/10/2014,80,UnitedStates,Deaths,
6/5/2014,75,UnitedStates,Deaths,
6/3/2014,73,UnitedStates,Deaths,
6/1/2014,71,UnitedStates,Deaths,
5/28/2014,67,UnitedStates,Deaths,
5/27/2014,66,UnitedStates,Deaths,
5/23/2014,62,UnitedStates,Deaths,
5/12/2014,51,UnitedStates,Deaths,
5/10/2014,49,UnitedStates,Deaths,
5/7/2014,46,UnitedStates,Deaths,
5/5/2014,44,UnitedStates,Deaths,
5/3/2014,42,UnitedStates,Deaths,
5/1/2014,40,UnitedStates,Deaths,
4/26/2014,35,UnitedStates,Deaths,
4/24/2014,33,UnitedStates,Deaths,
4/23/2014,32,UnitedStates,Deaths,
4/22/2014,31,UnitedStates,Deaths,
4/21/2014,30,UnitedStates,Deaths,
4/20/2014,29,UnitedStates,Deaths,
4/17/2014,26,UnitedStates,Deaths,
4/16/2014,25,UnitedStates,Deaths,
4/15/2014,24,UnitedStates,Deaths,
4/14/2014,23,UnitedStates,Deaths,
4/11/2014,20,UnitedStates,Deaths,
4/9/2014,18,UnitedStates,Deaths,
4/7/2014,16,UnitedStates,Deaths,
4/4/2014,13,UnitedStates,Deaths,
4/1/2014,10,UnitedStates,Deaths,
3/31/2014,9,UnitedStates,Deaths,
3/29/2014,7,UnitedStates,Deaths,
3/28/2014,6,UnitedStates,Deaths,
3/27/2014,5,UnitedStates,Deaths,
3/26/2014,4,UnitedStates,Deaths,
3/25/2014,3,UnitedStates,Deaths,
3/24/2014,2,UnitedStates,Deaths,
3/22/2014,0,UnitedStates,Deaths,
1/5/2015,289,Spain,Deaths,
1/4/2015,288,Spain,Deaths,
1/3/2015,287,Spain,Deaths,
1/2/2015,286,Spain,Deaths,
12/31/2014,284,Spain,Deaths,
12/28/2014,281,Spain,Deaths,
12/27/2014,280,Spain,Deaths,
12/24/2014,277,Spain,Deaths,
12/21/2014,273,Spain,Deaths,
12/20/2014,272,Spain,Deaths,
12/18/2014,271,Spain,Deaths,
12/14/2014,267,Spain,Deaths,
12/9/2014,262,Spain,Deaths,
12/7/2014,260,Spain,Deaths,0.0
12/3/2014,256,Spain,Deaths,
11/30/2014,253,Spain,Deaths,0.0
11/28/2014,251,Spain,Deaths,
11/23/2014,246,Spain,Deaths,0.0
11/22/2014,245,Spain,Deaths,
11/18/2014,241,Spain,Deaths,0.0
11/16/2014,239,Spain,Deaths,0.0
11/15/2014,238,Spain,Deaths,
11/11/2014,234,Spain,Deaths,0.0
11/10/2014,233,Spain,Deaths,
11/9/2014,232,Spain,Deaths,0.0
11/8/2014,231,Spain,Deaths,
11/4/2014,227,Spain,Deaths,0.0
11/3/2014,226,Spain,Deaths,
11/2/2014,225,Spain,Deaths,0.0
10/31/2014,222,Spain,Deaths,
10/29/2014,220,Spain,Deaths,0.0
10/27/2014,218,Spain,Deaths,0.0
10/25/2014,216,Spain,Deaths,
10/22/2014,214,Spain,Deaths,0.0
10/21/2014,213,Spain,Deaths,
10/19/2014,211,Spain,Deaths,0.0
10/18/2014,210,Spain,Deaths,
10/14/2014,206,Spain,Deaths,1.0
10/13/2014,205,Spain,Deaths,
10/12/2014,204,Spain,Deaths,1.0
10/11/2014,203,Spain,Deaths,
10/8/2014,200,Spain,Deaths,1.0
10/7/2014,199,Spain,Deaths,
10/5/2014,197,Spain,Deaths,
10/4/2014,196,Spain,Deaths,
10/1/2014,193,Spain,Deaths,
9/28/2014,190,Spain,Deaths,
9/23/2014,185,Spain,Deaths,
9/21/2014,183,Spain,Deaths,
9/20/2014,182,Spain,Deaths,
9/19/2014,181,Spain,Deaths,
9/17/2014,179,Spain,Deaths,
9/14/2014,176,Spain,Deaths,
9/13/2014,175,Spain,Deaths,
9/10/2014,172,Spain,Deaths,
9/9/2014,171,Spain,Deaths,
9/7/2014,169,Spain,Deaths,
9/5/2014,167,Spain,Deaths,
8/31/2014,162,Spain,Deaths,
8/26/2014,157,Spain,Deaths,
8/20/2014,151,Spain,Deaths,
8/18/2014,149,Spain,Deaths,
8/16/2014,147,Spain,Deaths,
8/13/2014,144,Spain,Deaths,
8/11/2014,142,Spain,Deaths,
8/9/2014,140,Spain,Deaths,
8/6/2014,137,Spain,Deaths,
8/4/2014,135,Spain,Deaths,
8/1/2014,132,Spain,Deaths,
7/30/2014,129,Spain,Deaths,
7/27/2014,126,Spain,Deaths,
7/23/2014,123,Spain,Deaths,
7/20/2014,120,Spain,Deaths,
7/17/2014,117,Spain,Deaths,
7/14/2014,114,Spain,Deaths,
7/12/2014,112,Spain,Deaths,
7/8/2014,108,Spain,Deaths,
7/6/2014,106,Spain,Deaths,
7/2/2014,102,Spain,Deaths,
6/30/2014,100,Spain,Deaths,
6/22/2014,92,Spain,Deaths,
6/20/2014,90,Spain,Deaths,
6/19/2014,89,Spain,Deaths,
6/18/2014,88,Spain,Deaths,
6/17/2014,87,Spain,Deaths,
6/16/2014,86,Spain,Deaths,
6/10/2014,80,Spain,Deaths,
6/5/2014,75,Spain,Deaths,
6/3/2014,73,Spain,Deaths,
6/1/2014,71,Spain,Deaths,
5/28/2014,67,Spain,Deaths,
5/27/2014,66,Spain,Deaths,
5/23/2014,62,Spain,Deaths,
5/12/2014,51,Spain,Deaths,
5/10/2014,49,Spain,Deaths,
5/7/2014,46,Spain,Deaths,
5/5/2014,44,Spain,Deaths,
5/3/2014,42,Spain,Deaths,
5/1/2014,40,Spain,Deaths,
4/26/2014,35,Spain,Deaths,
4/24/2014,33,Spain,Deaths,
4/23/2014,32,Spain,Deaths,
4/22/2014,31,Spain,Deaths,
4/21/2014,30,Spain,Deaths,
4/20/2014,29,Spain,Deaths,
4/17/2014,26,Spain,Deaths,
4/16/2014,25,Spain,Deaths,
4/15/2014,24,Spain,Deaths,
4/14/2014,23,Spain,Deaths,
4/11/2014,20,Spain,Deaths,
4/9/2014,18,Spain,Deaths,
4/7/2014,16,Spain,Deaths,
4/4/2014,13,Spain,Deaths,
4/1/2014,10,Spain,Deaths,
3/31/2014,9,Spain,Deaths,
3/29/2014,7,Spain,Deaths,
3/28/2014,6,Spain,Deaths,
3/27/2014,5,Spain,Deaths,
3/26/2014,4,Spain,Deaths,
3/25/2014,3,Spain,Deaths,
3/24/2014,2,Spain,Deaths,
3/22/2014,0,Spain,Deaths,
1/5/2015,289,Mali,Deaths,
1/4/2015,288,Mali,Deaths,
1/3/2015,287,Mali,Deaths,
1/2/2015,286,Mali,Deaths,
12/31/2014,284,Mali,Deaths,
12/28/2014,281,Mali,Deaths,
12/27/2014,280,Mali,Deaths,
12/24/2014,277,Mali,Deaths,
12/21/2014,273,Mali,Deaths,
12/20/2014,272,Mali,Deaths,
12/18/2014,271,Mali,Deaths,
12/14/2014,267,Mali,Deaths,
12/9/2014,262,Mali,Deaths,
12/7/2014,260,Mali,Deaths,6.0
12/3/2014,256,Mali,Deaths,
11/30/2014,253,Mali,Deaths,6.0
11/28/2014,251,Mali,Deaths,
11/23/2014,246,Mali,Deaths,6.0
11/22/2014,245,Mali,Deaths,
11/18/2014,241,Mali,Deaths,6.0
11/16/2014,239,Mali,Deaths,5.0
11/15/2014,238,Mali,Deaths,
11/11/2014,234,Mali,Deaths,3.0
11/10/2014,233,Mali,Deaths,
11/9/2014,232,Mali,Deaths,1.0
11/8/2014,231,Mali,Deaths,
11/4/2014,227,Mali,Deaths,1.0
11/3/2014,226,Mali,Deaths,
11/2/2014,225,Mali,Deaths,1.0
10/31/2014,222,Mali,Deaths,
10/29/2014,220,Mali,Deaths,1.0
10/27/2014,218,Mali,Deaths,1.0
10/25/2014,216,Mali,Deaths,
10/22/2014,214,Mali,Deaths,1.0
10/21/2014,213,Mali,Deaths,
10/19/2014,211,Mali,Deaths,
10/18/2014,210,Mali,Deaths,
10/14/2014,206,Mali,Deaths,
10/13/2014,205,Mali,Deaths,
10/12/2014,204,Mali,Deaths,
10/11/2014,203,Mali,Deaths,
10/8/2014,200,Mali,Deaths,
10/7/2014,199,Mali,Deaths,
10/5/2014,197,Mali,Deaths,
10/4/2014,196,Mali,Deaths,
10/1/2014,193,Mali,Deaths,
9/28/2014,190,Mali,Deaths,
9/23/2014,185,Mali,Deaths,
9/21/2014,183,Mali,Deaths,
9/20/2014,182,Mali,Deaths,
9/19/2014,181,Mali,Deaths,
9/17/2014,179,Mali,Deaths,
9/14/2014,176,Mali,Deaths,
9/13/2014,175,Mali,Deaths,
9/10/2014,172,Mali,Deaths,
9/9/2014,171,Mali,Deaths,
9/7/2014,169,Mali,Deaths,
9/5/2014,167,Mali,Deaths,
8/31/2014,162,Mali,Deaths,
8/26/2014,157,Mali,Deaths,
8/20/2014,151,Mali,Deaths,
8/18/2014,149,Mali,Deaths,
8/16/2014,147,Mali,Deaths,
8/13/2014,144,Mali,Deaths,
8/11/2014,142,Mali,Deaths,
8/9/2014,140,Mali,Deaths,
8/6/2014,137,Mali,Deaths,
8/4/2014,135,Mali,Deaths,
8/1/2014,132,Mali,Deaths,
7/30/2014,129,Mali,Deaths,
7/27/2014,126,Mali,Deaths,
7/23/2014,123,Mali,Deaths,
7/20/2014,120,Mali,Deaths,
7/17/2014,117,Mali,Deaths,
7/14/2014,114,Mali,Deaths,
7/12/2014,112,Mali,Deaths,
7/8/2014,108,Mali,Deaths,
7/6/2014,106,Mali,Deaths,
7/2/2014,102,Mali,Deaths,
6/30/2014,100,Mali,Deaths,
6/22/2014,92,Mali,Deaths,
6/20/2014,90,Mali,Deaths,
6/19/2014,89,Mali,Deaths,
6/18/2014,88,Mali,Deaths,
6/17/2014,87,Mali,Deaths,
6/16/2014,86,Mali,Deaths,
6/10/2014,80,Mali,Deaths,
6/5/2014,75,Mali,Deaths,
6/3/2014,73,Mali,Deaths,
6/1/2014,71,Mali,Deaths,
5/28/2014,67,Mali,Deaths,
5/27/2014,66,Mali,Deaths,
5/23/2014,62,Mali,Deaths,
5/12/2014,51,Mali,Deaths,
5/10/2014,49,Mali,Deaths,
5/7/2014,46,Mali,Deaths,
5/5/2014,44,Mali,Deaths,
5/3/2014,42,Mali,Deaths,
5/1/2014,40,Mali,Deaths,
4/26/2014,35,Mali,Deaths,
4/24/2014,33,Mali,Deaths,
4/23/2014,32,Mali,Deaths,
4/22/2014,31,Mali,Deaths,
4/21/2014,30,Mali,Deaths,
4/20/2014,29,Mali,Deaths,
4/17/2014,26,Mali,Deaths,
4/16/2014,25,Mali,Deaths,
4/15/2014,24,Mali,Deaths,
4/14/2014,23,Mali,Deaths,
4/11/2014,20,Mali,Deaths,
4/9/2014,18,Mali,Deaths,
4/7/2014,16,Mali,Deaths,
4/4/2014,13,Mali,Deaths,
4/1/2014,10,Mali,Deaths,
3/31/2014,9,Mali,Deaths,
3/29/2014,7,Mali,Deaths,
3/28/2014,6,Mali,Deaths,
3/27/2014,5,Mali,Deaths,
3/26/2014,4,Mali,Deaths,
3/25/2014,3,Mali,Deaths,
3/24/2014,2,Mali,Deaths,
3/22/2014,0,Mali,Deaths,
